frame,confidence,smoothed_conf
0,0.575063169002533,0.575063169002533
1,0.5458958279341459,0.5604794984683394
2,0.5190951789126677,0.5466847252831155
3,0.5867066423098246,0.5566902045397928
4,0.5723411579926808,0.5598203952303704
5,0.5593517124652863,0.5597422814361898
6,0.5818505057921777,0.5629005992013308
7,0.5582198521920613,0.5623155058251721
8,0.58028401860169,0.5643120072447853
9,0.5763486708913531,0.565515673609442
10,0.5744796480451312,0.5654573215137019
12,0.5740959282432284,0.5682773315446101
13,0.524160091082255,0.5687838227615688
14,0.49296458065509796,0.5594096165960962
15,0.46171371524150556,0.5483468723209787
16,0.4493756055831909,0.5373492616327691
17,0.4630185230211778,0.5254660633556691
18,0.38094395895799,0.507738474032262
19,0.3929594695568085,0.48900601912777386
20,0.40096182823181153,0.4714673348618197
21,0.3283552612577165,0.4468548961830782
22,0.3693610529104869,0.42638140864980406
23,0.3231952130794525,0.4062849208495238
24,0.31090765073895454,0.38807922785790944
25,0.35419128835201263,0.3773269851689601
26,0.39377304166555405,0.3717667287771965
27,0.42632460594177246,0.36809733706925596
28,0.42815373837947845,0.3728183150114048
29,0.3852621018886566,0.3720485782445896
30,0.4215863823890686,0.37411103366031534
31,0.38190063834190363,0.379465571368734
32,0.6334018707275391,0.40586965315043927
33,0.35659969598054886,0.40921010144054887
34,0.36219121019045514,0.41433845738569897
35,0.42103386918703706,0.42102271546920134
36,0.36087994277477264,0.41773340558012323
37,0.4253474399447441,0.41763568898042036
38,0.3448058217763901,0.40930089732011155
39,0.36890031894048053,0.407664719025294
40,0.3114908635616302,0.3966551671425501
41,0.33186050504446024,0.39165115381280574
42,0.3587634364763896,0.3641873103876908
43,0.3754177192846934,0.36606911271810527
44,0.4105023592710495,0.3709002276261647
45,0.2957767248153686,0.3583745131889979
46,0.39277222752571106,0.3615637416640917
47,0.34129558503627777,0.3531585561732451
48,0.3562379032373428,0.35430176431934035
49,0.4279149770736694,0.36020323013265926
50,0.45365746319293976,0.3744198900957902
51,0.3614649474620819,0.3773803343375524
52,0.2828390300273895,0.36978789369265236
53,0.4120806008577347,0.3734541818499565
54,0.412256196141243,0.37362956553697585
55,0.38114290436108905,0.38216618349154785
56,0.34260277662958416,0.3771492384019352
57,0.34246344566345216,0.3772660244646526
58,0.4467890501022339,0.38632113915114175
59,0.4518265624841054,0.38871229769218535
60,0.4496762529015541,0.3883141766630468
61,0.361544953925269,0.38832217730936547
62,0.5159963965415955,0.4116379139607861
63,0.45104136566321057,0.41553399044133366
64,0.43108472653797697,0.41741684348100705
65,0.4928643345832825,0.42858898650322647
66,0.34083237392561777,0.4284119462328298
67,0.30383300036191935,0.4245489017026765
68,0.3433886667092641,0.41420886336337953
69,0.4201395332813263,0.4110401604431016
70,0.38956541419029234,0.40502907657197545
71,0.5086400732398033,0.41973858850342893
72,0.44375536441802976,0.4125144852910723
73,0.4021685446302096,0.40762720318777224
74,0.4060918651521206,0.4051279170491866
75,0.4478522717952728,0.4006267107703856
76,0.4802510695798056,0.41456858033580435
77,0.46730473211833407,0.43091575351144584
78,0.5396748036146164,0.4505443672019811
79,0.5024332652489344,0.45877374039874186
80,0.5715242803096772,0.4769696270106804
81,0.5741003503402075,0.4835156547207208
82,0.4606149084866047,0.48520160912757826
83,0.5992805421352386,0.5049128088780812
84,0.4685372743341658,0.5111573497962858
85,0.5510332882404327,0.5214754514408018
86,0.5010620015008109,0.5235565446329022
87,0.530834473669529,0.5299095187880217
88,0.6337041556835175,0.5393124539949119
89,0.6086471378803253,0.549933841258051
90,0.5851047188043594,0.5512918851075191
91,0.4824962541460991,0.5421314754881082
92,0.4394034913608006,0.540010333775528
93,0.4808112382888794,0.5281634033908921
94,0.43670347332954407,0.5249800232904298
95,0.43568435311317444,0.513445129777704
96,0.4463477395474911,0.507973703582372
97,0.4253002852201462,0.49742028473743377
98,0.43945900723338127,0.47799576989242015
99,0.47068090240160626,0.4641991463445482
100,0.4203534076611201,0.4477240152302243
101,0.5464921245972315,0.4541236022753375
102,0.4788725897669792,0.45807051211595534
103,0.42422113319238025,0.4524115016063054
104,0.7758244276046753,0.4863235970338186
105,0.5103632062673569,0.49379148234923687
106,0.34342094659805295,0.483498803054293
109,0.3821897308031718,0.4791877476125956
110,0.4578280548254649,0.4810246523718039
111,0.31356386840343475,0.4653129489719867
113,0.39623408516248065,0.4629010167221228
114,0.37077921628952026,0.4453297258913517
115,0.4088986913363139,0.43833233604828514
116,0.3564451113343238,0.43155473386247956
117,0.3626481493314107,0.39023710603515305
118,0.295149028301239,0.3687156882385413
119,0.29163193702697754,0.36353678728143374
121,0.29820117354393,0.35513793155550955
122,0.3637545307477315,0.3457305791477362
124,0.33453311522801715,0.34782750383019445
126,0.371501162648201,0.34535421157876656
127,0.258475661277771,0.3341238560775916
131,0.3455511629581451,0.32778910323977467
133,0.2635718882083893,0.3185017809271812
137,0.2892985641956329,0.31116682241360344
139,0.3365220427513122,0.3153041238586108
140,0.5388430953025818,0.3400252396861712
141,0.5364363193511963,0.36384875426689783
142,0.4552185833454132,0.37299515952666595
143,0.4843669533729553,0.38797854334115983
144,0.5177624821662903,0.40260467529296873
145,0.4608434438705444,0.4228414535522461
147,0.2684045135974884,0.4151267886161804
148,0.350605845451355,0.423830184340477
149,0.31572161614894867,0.4264724895358086
150,0.3642113357782364,0.429241418838501
151,0.3537725955247879,0.41073436886072157
152,0.4858848750591278,0.4056792244315147
153,0.4646762907505035,0.4066249951720238
154,0.38811276853084564,0.3969995766878128
155,0.38247905671596527,0.3834712341427803
156,0.4036147892475128,0.3777483686804771
157,0.3269041180610656,0.3835983291268349
158,0.36949481070041656,0.38548722565174104
159,0.3203187783559163,0.3859469418724378
160,0.3119162817796071,0.38071743647257483
161,0.3131122390429179,0.37665140082438786
162,0.30952711900075275,0.35901562521855035
163,0.38847216963768005,0.351395213107268
164,0.347622312605381,0.3473461675147215
165,0.42749717086553574,0.35184797892967856
166,0.3926565150419871,0.350752151509126
167,0.44318895041942596,0.362380634744962
168,0.34675271312395733,0.36010642498731615
169,0.34150469303131104,0.3622250164548556
170,0.41798924406369525,0.3728323126832644
171,0.43506385385990143,0.38502747416496275
172,0.416885681450367,0.3957633304099242
173,0.45262278119723004,0.40217839156587915
174,0.3907208542029062,0.4064882457256317
175,0.46368755400180817,0.41010728403925895
176,0.3674635887145996,0.4075879914065202
177,0.45096641778945923,0.4083657381435235
178,0.3822834715247154,0.4119188139835993
179,0.5388429164886475,0.43165263632933293
180,0.3797536611557007,0.42782907803853354
181,0.5356031457583109,0.4378830072283745
182,0.4208344221115112,0.4382778812944889
183,0.4174003481864929,0.43475563799341516
184,0.36859862208366395,0.43254341478149094
185,0.5908283218741417,0.4452574915687243
186,0.5522782564163208,0.46373895833889645
187,0.44768589238325757,0.4634109057982762
188,0.653386394182841,0.4905211980640888
189,0.5962104598681132,0.4962579524020354
190,0.6226649284362793,0.5205490791300933
191,0.6689096093177795,0.5338797254860401
192,0.6812258164087931,0.5599188649157683
193,0.6443323890368143,0.5826120690008005
194,0.6724857290585836,0.6130007796982924
195,0.4785498082637787,0.6017729283372562
196,0.5319208577275276,0.5997371884683768
197,0.7048862179120382,0.6254572210212549
198,0.597798228263855,0.6198984044293563
199,0.4976250007748604,0.610039858520031
200,0.5164622128009796,0.599419586956501
201,0.481834813952446,0.5807121074199676
202,0.5578987151384354,0.5683793972929319
203,0.48248549302419025,0.5521947076916695
204,0.4593258909881115,0.5308787238846222
205,0.4282318651676178,0.5258469295750061
206,0.4663559893767039,0.5192904427399239
207,0.44287537535031635,0.49308935848375157
208,0.5196683747427804,0.4852763731316442
209,0.5102051326206752,0.4865343863162256
210,0.5262056291103363,0.48750872794716127
211,0.5527782320976258,0.49460306976167934
212,0.46279627581437427,0.48509282582927316
213,0.5071130494276682,0.48755558146962097
214,0.5062907139460245,0.4922520637654123
215,0.5293771922588348,0.502366596474534
216,0.5269729420542717,0.5084282917422908
217,0.5608945786952972,0.5202302120767889
218,0.5116741905609766,0.5194307936586084
219,0.5054235607385635,0.5189526364703974
220,0.5467405468225479,0.5210061282416185
221,0.4964657170431955,0.5153748767361754
222,0.49548259377479553,0.5186435085322175
223,0.5375738888978958,0.5216895924792404
224,0.5403040995200475,0.5250909310366426
225,0.570810979604721,0.5292343097712313
226,0.5798066437244416,0.5345176799382483
227,0.5717659533023834,0.5356048173989569
228,0.5027655448232379,0.534713952825183
229,0.5446257352828979,0.5386341702796165
230,0.565527218580246,0.5405128374553863
231,0.4260100211415972,0.5334672678652264
232,0.44010649248957634,0.5279296577367044
233,0.48991644009947777,0.5231639128568626
234,0.45527148577902055,0.5146606514827601
235,0.46855474412441256,0.504435027934729
236,0.4518613189458847,0.49164049545687344
237,0.43505263328552246,0.4779691634551873
238,0.4632397379193987,0.47401658276480346
239,0.479351954800742,0.46748920471658784
240,0.5265105267365774,0.46358753553222093
241,0.43036051094532013,0.46402258451259326
242,0.454809763601848,0.4654929116238205
243,0.4412227690219879,0.4606235445160715
244,0.3849682130596854,0.4535932172441379
245,0.42452563558306006,0.44919030639000274
246,0.4504560927549998,0.44904978377091426
247,0.5330200493335724,0.45884652537571924
248,0.48615864912668866,0.46113841649644816
249,0.43702987262180865,0.45690620827855477
250,0.5217935144901276,0.45643450705390987
251,0.5373025672002272,0.4671287126794006
252,0.5626436150991,0.47791209782912575
253,0.5587330098663058,0.4896631219135575
254,0.653353574872017,0.5165016580947908
255,0.635205763578415,0.5375696708943262
256,0.5818231678926028,0.5507063784080864
257,0.5345560535788536,0.5508599788326146
258,0.4858923724719456,0.5508333511671404
259,0.5289139232852242,0.5600217562334819
260,0.49937116828831757,0.5577795216133009
261,0.4856435239315033,0.5526136172864284
262,0.5025465244596655,0.5466039082224851
263,0.5606559216976166,0.5467961994056162
264,0.5553980271021525,0.5370006446286296
265,0.495205024878184,0.5230005707586065
266,0.5479834278424581,0.5196165967535921
267,0.5057691435019175,0.5167379057458985
268,0.5417309270964729,0.5223217612083512
269,0.4901595248116387,0.5184463213609927
270,0.6263114724840436,0.5311403517805653
271,0.5807060769626072,0.5406466070836757
272,0.6714600665228707,0.5575379612899962
273,0.5170462764799595,0.5531769967682305
274,0.6779457926750183,0.5654317733255171
275,0.6264493227005005,0.5785562031077487
276,0.6673060357570648,0.5904884638992094
277,0.5718438973029455,0.5970959392793123
278,0.510502278804779,0.5939730744501428
279,0.4572581478527614,0.5906829367542551
280,0.5443295041720072,0.5824847399230514
281,0.47088720543043955,0.5715028527698347
282,0.4784643285804325,0.5522032789755908
283,0.5129339226654598,0.5517920435941408
284,0.468706589192152,0.5308681232458542
285,0.5049037933349609,0.5187135703093003
286,0.501534378528595,0.5021364045864533
287,0.5401701778173447,0.49896903263789316
288,0.5215290859341621,0.5000717133508314
289,0.5706451311707497,0.5114104116826302
290,0.5948119163513184,0.5164586529005615
291,0.62909996509552,0.5322799288670694
292,0.5109940220912298,0.5355328982181493
293,0.6322377175092697,0.5474632777025302
294,0.511949434876442,0.5517875622709593
295,0.712327778339386,0.5725299607714017
296,0.6316819712519646,0.5855447200437387
297,0.53593843181928,0.5851215454439322
298,0.599957001209259,0.5929643369714419
299,0.6204887628555298,0.59794870013992
